DOI	Title	Authors	Abstract	Journal	Date
10.1111/jdv.70067	Effectiveness and safety of baricitinib in severe alopecia areata: 48-week results.	Piraccini BM; Cedirian S; Pampaloni F; Rapparini L; Quadrelli F; Bruni F; Ala L; Acri MC; Rossi A; Pellacani G; Lacarrubba F; Dall&#x27;Oglio F; Micali G; Foggia L; Cantelli M; Nappa P; Diluvio L; Bianchi L; Luigi N; Bolzon A; Peris K; Caldarola G; Girolomoni G; Marangoni F; Bellinato F; Gisondi P; Silvi G; Prignano F; Pimpinelli N; Tomasini C; Barruscotti S; Simonetti O; de Simoni E; Ambrogio F; Foti C; Boccaletti V; Fraghì A; Marzano AV; Mattioli MA; Ferrucci S; Sechi A; Valtellini L; Barbareschi M; Gallo G; Ribero S; Quaglino P; Di Corteranzo IG; Balestri R; Pagliarello C; Caposiena RD; Zalaudek I; Vagnozzi E; Fargnoli MC; Caponio C; Rubegni P; Cinotti E; Trovato E; Romanelli M; Dini V; Manzo Margiotta F; Feliciani C; De Felici Del Giudice MB; Atzori L; Sanna S; Lembo S; Raimondo A; Magnano M; Argenziano G; Babino G; Fulgione E; Rongioletti F; Pesce N; Guida S; Guglielmo A; Schettini N; Starace M	BACKGROUND: Alopecia areata (AA) is an autoimmune condition leading to hair loss. Baricitinib, a Janus kinase (JAK) inhibitor, has demonstrated efficacy in controlled clinical trials, but real-world data on its long-term effectiveness and safety remain limited. OBJECTIVES: This study aimed to assess the real-life effectiveness and safety of baricitinib 4 mg daily in Italian adult patients with severe AA over a 48-week treatment period. METHODS: We conducted a 48-week retrospective, observational, multicenter study across 27 Italian university hospitals. Adult patients (18-65 years) with severe AA (Severity of Alopecia Tool [SALT] score ≥ 50) who initiated baricitinib 4 mg daily treatment between November 2022 and October 2023 were included. Effectiveness was measured by the percentage of patients achieving SALT ≤20 at week 48. Secondary outcomes included changes in mean SALT score, trichoscopic findings, patient-reported quality of life (Skindex-16, Hospital Anxiety and Depression Scale [HADS]), and Clinician-Reported Outcomes (ClinRO) for eyebrows and eyelashes. Adverse events were also documented. RESULTS: A total of 253 patients (66.8% females, mean age 40.0 ± 12.6 years) were included. By week 48, 63.2% achieved SALT ≤20, and 75.5% achieved SALT ≤30. The mean SALT score significantly decreased from 93.7 ± 14.1 at baseline to 26.5 ± 33.0 at week 48 (p &lt; 0.001). Trichoscopic assessment showed a decline in yellow dots (97.6%-50.2%), black dots (43.5%-9.1%), and dystrophic hairs (14.6%-4.3%), whilst regrowing hairs increased (7.1%-80.2%). Skindex-16 scores improved significantly (57.1 ± 25.0 to 30.0 ± 17.8, p &lt; 0.001), as did HADS Anxiety (8.21 ± 9.38 to 4.62 ± 4.21, p &lt; 0.001) and HADS Depression (6.36 ± 4.55 to 3.70 ± 4.11, p &lt; 0.001). Adverse events were reported in 9.4% of patients. CONCLUSION: This real-world study confirms the effectiveness of baricitinib in achieving significant hair regrowth and improving psychological well-being in severe AA patients.	J Eur Acad Dermatol Venereol	23/09/2025
10.1186/s13102-021-00259-3	The influence of athletic performance on the highest positions of the final ranking during 2017/2018 Serie A season.	Longo UG; Sofi F; Candela V; Risi Ambrogioni L; Pagliai G; Massaroni C; Schena E; Cimmino M; D&#x27;Ancona F; Denaro V	BACKGROUND: Our previous study on the 2016/2017 Serie A season showed that a greater likelihood of reaching the top positions in the Italian league &quot;Serie A&quot; seemed to be mainly related to sprint activity, goal attempts, total throws, target shots and assists. Therefore, we aim to evaluate the following season data in the same league to compare, confirm, and improve these results. METHODS: The data of all the matches played during the &quot;Serie A&quot; 2017-2018 season were obtained from the Italian soccer league. The teams&#x27; analysis was performed in terms of total distance covered in km, jogging, running and sprint activities, average speed, and match statistics (total shots, shots on target, goal attempts, assists, turnovers, and steals). RESULTS: Teams that reached the first four positions revealed a lower percentage of running (65.98 ± 1.51 vs. 66.84 ± 2.18; p &lt; 0.001), a higher percentage of jogging (25.61 ± 1.71 vs. 25.30 ± 1.97; p = 0.037) and sprint activities (8.41 ± 1.04 vs. 7.86 ± 0.82; p &lt; 0.001). Match statistics seem to be statistically different between the first four teams the other teams. The total goals are strongly associated both with the total score at the end of the championship (R = 0.906; p &lt; 0.001) and with the position in the final ranking (R = 0.850; p &lt; 0.001). CONCLUSIONS: Our results suggest that high-level teams have a lower running rate and a higher percentage of jogging and sprinting than other teams.	BMC Sports Sci Med Rehabil	25/03/2021
10.3390/biom14040437	Roles of Epigenetics and Glial Cells in Drug-Induced Autism Spectrum Disorder.	Csoka AB; El Kouhen N; Bennani S; Getachew B; Aschner M; Tizabi Y	Autism spectrum disorder (ASD) is a neurodevelopmental disorder characterized by severe deficits in social communication and interaction, repetitive movements, abnormal focusing on objects, or activity that can significantly affect the quality of life of the afflicted. Neuronal and glial cells have been implicated. It has a genetic component but can also be triggered by environmental factors or drugs. For example, prenatal exposure to valproic acid or acetaminophen, or ingestion of propionic acid, can increase the risk of ASD. Recently, epigenetic influences on ASD have come to the forefront of investigations on the etiology, prevention, and treatment of this disorder. Epigenetics refers to DNA modifications that alter gene expression without making any changes to the DNA sequence. Although an increasing number of pharmaceuticals and environmental chemicals are being implicated in the etiology of ASD, here, we specifically focus on the molecular influences of the abovementioned chemicals on epigenetic alterations in neuronal and glial cells and their potential connection to ASD. We conclude that a better understanding of these phenomena can lead to more effective interventions in ASD.	Biomolecules	03/04/2024
10.1038/s41467-025-64035-4	Macrophage ferroptosis potentiates GCN2 deficiency induced pulmonary venous arterialization.	Zhang J; Mao P; Zhou T; Yue B; Li Y; Qiu Y; Ying K; Wang F; Chen J; Yang J	Pulmonary veno-occlusive disease (PVOD) is a fatal disease characterized by the remodelling of pulmonary veins and haemosiderin accumulation in macrophages. Although (General Control Nonderepressible 2) GCN2 deficiency has been reported in PVOD patients, the underlying mechanism by which GCN2 deficiency affects the pulmonary venous cells and the surrounding cells, remains unclear. Here, we perform immunohistochemistry and scRNA-sequencing analyses to show that macrophages are the major population affected by GCN2 deficiency and ferroptosis pathway-related genes are upregulated in lung macrophages of PVOD patients. Treatment with the specific ferroptosis inhibitor ferrostatin-1 (Fer-1) reverses the changes in haemodynamic indices observed in Eif2ak4(K1488X/K1488X) hypoxia mice and PVOD model rats. Furthermore, GCN2 deficiency increases HMOX1 and iron levels to facilitate ferroptosis in macrophages, and enhances arterial marker expression in venous endothelial cells (VECs). Specifically, spatial transcriptome analysis shows increased expression of NRP1, KDR and EFNB2 through ETS1 in VECs from PVOD patients. Our findings suggest the potential of targeting macrophage ferroptosis as a therapeutic strategy for treating related vascular diseases, and of using NRP1/KDR/EFNB2 expression as a specific marker set for venous arterialization.	Nat Commun	22/09/2025
10.4088/JCP.16f10721	Use of acetaminophen (paracetamol) during pregnancy and the risk of attention-deficit/hyperactivity disorder in the offspring.	Andrade C	Prenatal exposure to acetaminophen may result in compromised neurodevelopment through inflammatory and immunologic mechanisms, through predisposition to oxidative stress, and through endocrine, endogenous cannabinoid, and other mechanisms. Several small and large prospective studies have found an association between gestational acetaminophen exposure and attention-deficit/hyperactivity disorder (ADHD)-like behaviors, use of ADHD medication, and ADHD diagnoses in offspring during childhood; the only negative study was a small investigation that examined only one aspect of attention as an outcome. Creditably, most of the studies adjusted analyses for many (but not all) confounds associated with ADHD risk. Importantly, one pivotal study also adjusted for pain, infection, inflammation, and fever to reduce confounding by indication; this study found a dose-dependent risk. In the light of the finding of a single study that infection and fever during pregnancy by themselves do not raise the ADHD risk, it appears possible that the use of acetaminophen during pregnancy is itself responsible for the increased risk of ADHD. This suggests that acetaminophen may not be as safe in pregnancy as is widely believed. However, since fever during pregnancy may itself be associated with adverse gestational outcomes, given the present level of uncertainty about the ADHD risk with acetaminophen, it is suggested that, until more data are available, the use of acetaminophen in pregnancy should not be denied in situations in which the need for the drug is clear.	J Clin Psychiatry	01/03/2016
10.1038/s41564-025-02119-z	Genome-resolved metagenomics reveals microbiome diversity across 48 tick species.	Du LF; Shi W; Cui XM; Fan H; Jiang JF; Bian C; Ye RZ; Wang Q; Zhang MZ; Yuan TT; Xia LY; Ruan XD; Chang QC; Du CH; Que TC; Wang X; Han XH; Yang TC; Jiang BG; Chen JY; Wang XR; Tan LF; Liu YW; Deng LL; Liu Y; Zhu Y; Pan YS; Wang N; Lin ZT; Li LF; Li C; Shen SJ; Liu YT; Tian D; Han XY; Wang J; Wang YF; Gao WY; Li YY; Xiong T; Wang TH; Shi XY; Zhu DY; Zhu JG; Wang CC; Shi WQ; Zhan L; Liu ZH; Feng D; Zhao L; Sun Y; Wang J; Jia N; Zhao F; Cao WC	Ticks are arthropod vectors capable of transmitting a wide spectrum of pathogens affecting humans and animals. However, we have relatively limited information of their genomic characteristics and the diversity of associated microbiomes. Here we used long- and short-read sequencing on 1,479 samples from 48 tick species across eight genera from China to determine their genome and associated pathogens and microbiome. Through de novo assembly, we reconstructed 7,783 bacterial genomes representing 1,373 bacterial species, of which, 712 genomes represented 32 potentially pathogenic species. Computational analysis found nutritional endosymbionts to be prevalent and highly specific to tick genera. The microbiome genome-wide association study revealed host genetic variants linked to pathogen diversity, abundance and key biological pathways essential to tick biology, including blood-feeding and pathogen invasion. These findings provide a resource for studying the host-microbe interactions within ticks, paving the way for strategies to control tick populations and tick-borne diseases.	Nat Microbiol	23/09/2025
10.7314/apjcp.2013.14.4.2191	Equol, adiponectin, insulin levels and risk of breast cancer.	Minatoya M; Kutomi G; Asakura S; Otokozawa S; Sugiyama Y; Nagata Y; Mori M; Hirata K	Breast cancer is one of the most frequently diagnosed cancers and the leading cause of cancer death among women. Soy isoflavones have been widely studied and among all isoflavones equol has been gaining interest with regard to its relationship with breast cancer risk. Obesity has been revealed as one of the breast cancer risk factors, known to be associated with high levels of circulating insulin and decreased levels of adiponectin. Hence there have been many studies investigating relationships between insulin and adiponectin levels and breast cancer risk. Additionally recent findings have suggested that insulin and adiponectin themselves may have influence on breast cancer development, independent of obesity. In the present review, we discuss the relationships between breast cancer risk and equol, insulin and adiponectin levels, which are three important factors in our ongoing hospital-based case-control study. Herein these factors are reviewed not only from the clinical viewpoint but also from possible chemical and biological points of view which may explain clinical observations.	Asian Pac J Cancer Prev	01/01/2013
10.1038/s43587-025-00957-4	Herbal terpenoids activate autophagy and mitophagy through modulation of bioenergetics and protect from metabolic stress, sarcopenia and epigenetic aging.	Civiletto G; Brunetti D; Lizzo G; Muller K; Jacot GE; Daskalaki I; Sizzano F; Huh M; Di Meo I; Colombo MN; Sanchez-Garcia JL; Bétrisey BJ; Zollinger A; Lino P; Neal C; Egesipe AL; Richard J; Chimen M; Hermant A; Brinon B; Texari L; Metairon S; Qureshi MA; Patel DS; Vanapalli SA; Malavolta M; Gao AW; Lalou A; Provinciali M; Orlando F; Tiranti V; Brooke RT; Horvath S; Auwerx J; Feige JN; Gut P	Small molecular food components contribute to the health benefits of diets rich in fruits, vegetables, herbs and spices. The cellular mechanisms by which noncaloric bioactives promote healthspan are not well understood, limiting their use in disease prevention. Here, we deploy a whole-organism, high-content screen in zebrafish to profile food-derived compounds for activation of autophagy, a cellular quality control mechanism that promotes healthy aging. We identify thymol and carvacrol as activators of autophagy and mitophagy through a transient dampening of the mitochondrial membrane potential. Chemical stabilization of thymol-induced mitochondrial depolarization blocks mitophagy activation, suggesting a mechanism originating from the mitochondrial membrane. Supplementation with thymol prevents excess liver fat accumulation in a mouse model of diet-induced obesity, improves pink-1-dependent heat stress resilience in Caenorhabditis elegans, and slows the decline of skeletal muscle performance while delaying epigenetic aging in SAMP8 mice. Thus, terpenoids from common herbs promote autophagy during aging and metabolic overload, making them attractive molecules for nutrition-based healthspan promotion.	Nat Aging	24/09/2025
10.1038/s41590-025-02267-8	A single-cell and spatial genomics atlas of human skin fibroblasts reveals shared disease-related fibroblast subtypes across tissues.	Steele L; Olabi B; Roberts K; Mazin PV; Koplev S; Tudor C; Rumney B; Admane C; Jiang T; Correa-Gallegos D; Chakala KP; Binkevich A; Gopee NH; Predeus A; Prete M; Winheim E; Annusver K; Forsthuber A; Francis L; Frech S; Ganier C; Layton T; Liu Y; Yuan H; Gudjonsson JE; Lichtenberger BM; Mahil S; Nanchahal J; O&#x27;Toole EA; Plikus MV; Rinkevich Y; Rognoni E; Smith CH; Teichmann SA; Kasper M; Foster AR; Lotfollahi M; Haniffa M	Fibroblasts sculpt the architecture and cellular microenvironments of various tissues. Here we constructed a spatially resolved atlas of human skin fibroblasts from healthy skin and 23 skin diseases, with comparison to 14 cross-tissue diseases. We define six major skin fibroblast subtypes in health and three that are disease-specific. We characterize two fibroblast subtypes further as they are conserved across tissues and are immune-related. The first, F3: fibroblastic reticular cell-like fibroblast (CCL19(+)CD74(+)HLA-DRA(+)), is a fibroblastic reticular cell-like subtype that is predicted to maintain the superficial perivascular immune niche. The second, F6: inflammatory myofibroblasts (IL11(+)MMP1(+)CXCL8(+)IL7R(+)), characterizes early human skin wounds, inflammatory diseases with scarring risk and cancer. F6: inflammatory myofibroblasts were predicted to recruit neutrophils, monocytes and B cells across multiple human tissues. Our study provides a harmonized nomenclature for skin fibroblasts in health and disease, contextualized with cross-tissue findings and clinical skin disease profiles.	Nat Immunol	24/09/2025
10.4088/JCP.16f10637	Use of acetaminophen (paracetamol) during pregnancy and the risk of autism spectrum disorder in the offspring.	Andrade C	Acetaminophen (paracetamol) is available over the counter in most countries and is widely considered to be safe for use during pregnancy; studies report gestational exposures to acetaminophen that lie in the 46%-65% range. Acetaminophen influences inflammatory and immunologic mechanisms and may predispose to oxidative stress; these and other effects are hypothesized to have the potential to compromise neurodevelopment in the fetal and infant brain. Two ecological studies suggested that population-level trends in the use of acetaminophen were associated with trends in the incidence/prevalence of autism; one of these studies specifically examined acetaminophen use during pregnancy. One large prospective observational cohort study found that gestational exposure to acetaminophen (especially when the duration of exposure was 28 days or more) was associated with motor milestone delay, gross and fine motor impairments, communication impairment, impairments in internalizing and externalizing behaviors, and hyperactivity, all at age 3 years; however, social and emotional developmental behaviors were mostly unaffected. A very recent large cohort study with a 12.7-year follow-up found that gestational exposure to acetaminophen was associated with an increased risk of autism spectrum disorder, but only when a hyperkinetic disorder was also present. In the light of existing data associating acetaminophen use during pregnancy and subsequent risk of attention-deficit/hyperactivity disorder, this new finding suggests that the predisposition, if any, is toward the hyperkinetic syndrome rather than to autism. In summary, the empirical data are very limited, but whatever empirical data exist do not support the suggestion that the use of acetaminophen during pregnancy increases the risk of autism in the offspring.	J Clin Psychiatry	01/02/2016
10.1038/s41568-025-00872-1	The immune microenvironment of colorectal cancer.	Kennel KB; Greten FR	Colorectal cancer (CRC) progression depends on the close interaction of tumour cells and the tumour microenvironment (TME). Although the TME contributes to poor therapy responses and immune evasion, immune cells within the TME can be therapeutically leveraged, as exemplified by immune checkpoint blockade (ICB). Unfortunately, only a small subset of patients with CRC benefit from ICB therapy; those with immune-activated, microsatellite unstable CRC respond, whereas the predominant group of patients with CRC, those with microsatellite-stable tumours, do not. Although challenging, modulating the TME of CRC to convert these lowly immunogenic and immunosuppressed tumours into immune-activated tumours holds tremendous therapeutic potential. In this Review we provide an overview of the cellular and molecular components of immunity in the TME of CRCs at various stages of disease as well as the mechanisms of immunosuppression and immune evasion. We further describe how systemic and local therapies for CRC impact the tumour and systemic immune microenvironments, and how immunity could serve as a therapeutic and prognostic biomarker. Lastly, we highlight novel immunotherapeutic strategies and approaches that modulate the TME of CRCs to make them amenable to immunotherapy.	Nat Rev Cancer	22/09/2025
10.1001/jama.2025.15185	Levodopa Added to Stroke Rehabilitation: The ESTREL Randomized Clinical Trial.	Engelter ST; Kaufmann JE; Zietz A; Luft AR; Polymeris A; Altersberger VL; Wiesner K; Wiegert M; Held JPO; Rottenberger Y; Schwarz A; Medlin F; Accolla EA; Foucras S; Kägi G; De Marchis GM; Politz S; Greulich M; Tarnutzer AA; Sturzenegger R; Katan M; Fischer U; Nedeltchev K; Schär J; Van Den Keybus Deglon K; Rapin PA; Salerno A; Seiffge DJ; Auer E; Lippert J; Bonati LH; Schuster-Amft C; Gäumann S; Chabwine JN; Humm A; Möller JC; Schweinfurther R; Bujan B; Jedrysiak P; Sandor PS; Gonzenbach R; Mylius V; Lutz D; Lienert C; Peters N; Michel P; Müri RM; Schädelin S; Hemkens LG; Ford GA; Lyrer PA; Gensicke H; Traenka C	IMPORTANCE: Levodopa enhances dopaminergic signaling and may stimulate neuroplasticity, which could potentially enhance motor recovery after stroke. Levodopa is used in stroke rehabilitation despite mixed evidence for its effectiveness. OBJECTIVE: To determine whether levodopa compared with placebo, administered in addition to standardized rehabilitation based on active task-oriented training, is associated with enhanced motor recovery in patients with acute stroke. DESIGN, SETTING, AND PARTICIPANTS: A double-blind, placebo-controlled randomized clinical trial at 13 stroke units and centers and 11 collaborating rehabilitation centers in Switzerland. Between June 14, 2019 (first patient, first visit), and August 27, 2024 (last patient, last visit), 610 patients with acute ischemic or hemorrhagic stroke with clinically meaningful hemiparesis (ie, a total score of ≥3 points on the following National Institutes of Health Stroke Scale items: motor arm, motor leg, or limb ataxia) were randomized 1:1 to receive levodopa or placebo. Statistical analyses were conducted from November 2024 to August 2025. INTERVENTION: Patients received levodopa/carbidopa (100 mg/25 mg; n = 307) or placebo (n = 303) 3 times daily for 39 days, alongside standardized rehabilitation therapy based on active task-oriented training. MAIN OUTCOMES AND MEASURES: The primary outcome was the adjusted mean between-group difference in the Fugl-Meyer Assessment (FMA) total score (range, 0-100 points; fewer points indicate worse motor function; 6-point difference considered patient-relevant) at 3 months. RESULTS: Among the 610 participants (median [IQR] age, 73 [64-82] years; 252 [41.3%] female; median baseline FMA total score, 34 [14-54]), 28 participants died by 3 months, leaving 582 (95.4%) participants eligible for the primary analysis. At 3 months, the median (IQR) FMA total score was 68 (42-85) points in the levodopa group and 64 (44-83) points in the placebo group. The mean difference in the FMA total score between the levodopa and placebo groups was -0.90 points (95% CI, -3.78 to 1.98; P = .54). There were 126 serious adverse events in the levodopa group and 129 in the placebo group; the most common was infection (levodopa, n = 55; placebo, n = 44). CONCLUSIONS AND RELEVANCE: In this randomized clinical trial, among patients receiving inpatient rehabilitation for acute stroke, levodopa added to standardized rehabilitation did not significantly improve motor function at 3 months compared with placebo plus standardized rehabilitation. These results do not support the use of levodopa as an adjunct to rehabilitation therapy for enhancing motor recovery after acute stroke. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT03735901.	JAMA	22/09/2025
10.1136/vr.128.9.199	Bovine spongiform encephalopathy: epidemiological studies on the origin.	Wilesmith JW; Ryan JB; Atkinson MJ	The results of further epidemiological studies of bovine spongiform encephalopathy (BSE) support the previous findings that the onset of exposure of the cattle population to a scrapie-like agent, sufficient to result in clinical disease, occurred in 1981/82. The onset of this exposure was related to the cessation, in all but two rendering plants, of the hydrocarbon solvent extraction of fat from meat and bone meal. A further possible explanation, related to the geographical variation in the reprocessing of greaves to produce meat and bone meal, was identified for the geographical variation in the incidence of BSE.	Vet Rec	02/03/1991
10.1136/bmj-2025-085029	First mammography screening participation and breast cancer incidence and mortality in the subsequent 25 years: population based cohort study.	Ma Z; He W; Zhang Y; Mao X; Tapia J; Hall P; Humphreys K; Czene K	OBJECTIVE: To determine whether women who did not attend their first mammography screening invitation have a long term risk of poor screening adherence and breast cancer outcomes. DESIGN: Population based cohort study. SETTING: Stockholm, Sweden. PARTICIPANTS: 432 775 women who received invitations to the Swedish Mammography Screening Programme between 1991 and 2020 and were initially invited at either 50 years of age or 40 years of age. MAIN OUTCOME MEASURES: Screening adherence, breast cancer incidence, tumour characteristics, and breast cancer mortality tracked through linkage to multiple Swedish national registers, with follow-up until 2023 (up to 25 year follow-up period). Cumulative breast cancer incidences were calculated from first screening participation. Cox proportional hazards models estimated hazard ratios for breast cancer mortality; logistic regression models assessed associations with tumour characteristics by odds ratios. RESULTS: During a total of 4 940 375 person years of follow-up, 16 059 new cases of breast cancer were documented. Among women invited to their first mammography screening, 32.1% (n=138 760) did not participate. These non-participants were persistently less likely to attend subsequent screenings and were more likely have symptom detected, advanced stage breast cancer diagnosed. Specifically, compared with first screening participants, non-participants had an odds ratio of 1.53 (95% confidence interval 1.24 to 1.88) for stage III cancer (160 (4.1%) v 266 (2.9%) cases) and 3.61 (2.79 to 4.68) for stage IV cancer (150 (3.9%) v 105 (1.2%) cases). During a total of 6 818 686 person years of follow-up, 1603 deaths from breast cancer were documented. Non-participation at first screening was also associated with significantly higher breast cancer mortality, with a 25 year cumulative mortality of 9.9 per 1000 versus 7.0 per 1000 for participants (adjusted hazard ratio 1.40, 95% confidence interval 1.26 to 1.55). By contrast, the 25 year breast cancer incidence was similar between groups (7.8% in participants versus 7.6% in non-participants), suggesting that the elevated mortality among first screening non-participants likely reflects delayed detection rather than increased incidence. CONCLUSIONS: This study shows that first screening non-participants represent a large population at long term risk of dying from breast cancer, providing an opportunity for targeted interventions to improve adherence to screening and thereby decrease mortality risk.	BMJ	24/09/2025
10.1016/j.cell.2025.08.035	Time-resolved fluorescent proteins expand fluorescent microscopy in temporal and spectral domains.	Tan Z; Hsiung CH; Feng J; Zhang Y; Wan Y; Chen J; Sun K; Lu P; Zang J; Yang W; Gao Y; Yin J; Zhu T; Lu Y; Pan Z; Zou Y; Liao C; Li X; Ye Y; Liu Y; Zhang X	Fluorescence microscopy has been widely applied in the life sciences. While intensity as a steady-state signal is widely used, the time-resolved (tr) signal using fluorescence lifetime remains underexplored. Herein, we present a family of time-resolved fluorescent proteins (tr-FPs) with rationally controlled lifetimes. Using a strategy that regulates lifetime without affecting the spectra of FPs, we have developed a series of tr-FPs that cover the visible spectrum and a wide range of lifetimes. The tr-FPs are employed in temporal-spectral resolved microscopy, allowing for the simultaneous imaging of 9 different proteins in live cells and the correlation of multiple activities to cell cycles. Furthermore, tr-FPs enable multiplexing super-resolution microscopy that concurrently visualizes 4 proteins using the lifetime signal and are demonstrated to quantify the stoichiometry of cellular proteins. Our work introduces the concept and development of tr-FPs as a transformative toolset, presenting opportunities to integrate system complexity and quantitative accuracy into biological research.	Cell	22/09/2025
10.1152/japplphysiol.01354.2007	Resistance training induces qualitative changes in muscle morphology, muscle architecture, and muscle function in elderly postoperative patients.	Suetta C; Andersen JL; Dalgas U; Berget J; Koskinen S; Aagaard P; Magnusson SP; Kjaer M	Although the negative effects of bed rest on muscle strength and muscle mass are well established, it still remains a challenge to identify effective methods to restore physical capacity of elderly patients recovering from hospitalization. The present study compared different training regimes with respect to muscle strength, muscle fiber size, muscle architecture, and stair walking power in elderly postoperative patients. Thirty-six patients (60-86 yr) scheduled for unilateral hip replacement surgery due to hip osteoarthritis were randomized to either 1) resistance training (RT: 3/wk x 12 wk), 2) electrical stimulation (ES: 1 h/day x 12 wk), or 3) standard rehabilitation (SR: 1 h/day x 12 wk). All measurements were performed at baseline, at 5 wk and 12 wk postsurgery. After 12 wk of resistance training, maximal dynamic muscle strength increased by 30% at 60 degrees /s (P &lt; 0.05) and by 29% at 180 degrees /s (P &lt; 0.05); muscle fiber area increased for type I (+17%, P &lt; 0.05), type IIa (+37%, P &lt; 0.05), and type IIx muscle fibers (+51%, P &lt; 0.05); and muscle fiber pennation angle increased by 22% and muscle thickness increased by 15% (P &lt; 0.05). Furthermore, stair walking power increased by 35% (P &lt; 0.05) and was related to the increase in type II fiber area (r = 0.729, P &lt; 0.05). In contrast, there was no increase in any measurement outcomes with electrical stimulation and standard rehabilitation. The present study is the first to demonstrate the effectiveness of resistance training to induce beneficial qualitative changes in muscle fiber morphology and muscle architecture in elderly postoperative patients. In contrast, rehabilitation regimes based on functional exercises and neuromuscular electrical stimulation had no effect. The present data emphasize the importance of resistance training in future rehabilitation programs for elderly individuals.	J Appl Physiol (1985)	01/07/2008
10.1182/blood.2025029360	Talquetamab plus daratumumab for the treatment of relapsed or refractory multiple myeloma in the TRIMM-2 study.	Chari A; van de Donk NWCJ; Dholaria B; Weisel KC; Mateos MV; Goldschmidt H; Martin TG; Morillo D; Reece D; Rodriguez-Otero P; Bhutani M; D&#x27;Souza A; Oriol A; Rosiñol L; Bahlis NJ; Vishwamitra D; Skerget S; Verona RI; Bakshi KK; Kang L; Prior TJ; Vandenberk L; Tolbert J; Lee S; Smit D; Wäsch R	Talquetamab, a GPRC5D-targeting bispecific antibody for relapsed/refractory multiple myeloma (RRMM), plus daratumumab may lead to deeper and more durable responses than either therapy alone. In the phase 1b TRIMM-2 study, patients with RRMM (at least 3 prior lines of therapy or double refractory to a proteasome inhibitor and an immunomodulatory drug) received subcutaneous talquetamab 0.4 mg/kg weekly (QW; &quot;QW cohort&quot;) or 0.8 mg/kg every other week (Q2W; &quot;Q2W cohort&quot;) plus daratumumab 1800 mg per the approved schedule. The primary end point was safety. Secondary end points included overall response and duration of response. Progression-free survival was an exploratory end point. Sixty-five patients (median 5 prior lines of therapy; 61.5% triple-class refractory; 24.6% bispecific antibody-exposed) received talquetamab plus daratumumab (QW, n = 14; Q2W, n = 51; median follow-up: 18.6 months). Most common adverse events were oral events, skin events, cytokine release syndrome, and infections. Grade 3/4 events occurred in 81.5%. Two patients had dose-limiting toxicities, both in the Q2W cohort (grade 3 stomatitis/oral mucositis and grade 3 maculopapular rash). Responses occurred in 71.4% (QW cohort) and 82.4% (Q2W cohort) of patients. Median progression-free survival was 23.3 and 21.2 months, respectively, in each cohort. Pharmacodynamic results suggest the immunomodulatory action of daratumumab contributes to a conducive environment for talquetamab by reducing immunosuppressive cells. Talquetamab plus daratumumab demonstrated promising efficacy outcomes in heavily pretreated patients, with a safety profile consistent with each agent as monotherapy. ClinicalTrials.gov ID: NCT04108195.	Blood	22/09/2025
